"ID_TRAPPOLA";"ID_cattura";"ALBA";"sessione";"occasione";"chip";"ricattura";"pelo";"peso..g.";"sex";"eta";"statoripr";"NOTE";"DOY";"Data_R";"Anno";"SESSIONE";"data.attivazione";"occasione.attivazione";"ED50.Coord.X";"ED50.Coord.Y";"WGS84.Coord.Long";"WGS84.Coord.Lat";"Diametro.roccia.1..cm.";"Diametro.roccia.2..cm.";"Diametro.roccia.3..cm.";"alt_m";"aspect_deg";"slope_degr";"X..COP..VEG..2015";"X..COP..VEG..2018";"n_species";"dominant";"distanza.trappole..cm...da.75a1.";"angolo.trappole..gradi.AZ..da75a1.";"Cop_Veg_2015_ottavi";"Cop_Veg_2018_ottavi"
"20";16;"T";1;7;NA;"N";"E-F";41;"M";"A";"R";NA;205;2018-07-24;"2018";1;"14/07/2015";1;367385;5048242;"7.299.311.264.416.940";"4.557.327.698.437.280";98;53;16;2783,886;275;5;45;25;29;"Graminacee";1084;74;3,6;2
"20";3;"A";2;4;NA;"N";NA;27;"F";NA;"NR";NA;239;2019-08-27;"2019";1;"14/07/2015";1;367385;5048242;"7.299.311.264.416.940";"4.557.327.698.437.280";98;53;16;2783,886;275;5;45;25;29;"Graminacee";1084;74;3,6;2
"20";24;"A";1;10;NA;"R";"SENZA OCCHIO SIN";39;"F";"A";"NR";NA;208;2018-07-27;"2018";1;"14/07/2015";1;367385;5048242;"7.299.311.264.416.940";"4.557.327.698.437.280";98;53;16;2783,886;275;5;45;25;29;"Graminacee";1084;74;3,6;2
"20";21;"T";1;9;NA;"N";"E-F";36;"F";"A";"R";NA;206;2018-07-25;"2018";1;"14/07/2015";1;367385;5048242;"7.299.311.264.416.940";"4.557.327.698.437.280";98;53;16;2783,886;275;5;45;25;29;"Graminacee";1084;74;3,6;2
"21";95;"A";2;17;NA;"R";NA;30;"M";"A";"NR";NA;249;2016-09-05;"2016";1;"14/07/2015";1;367376;5048244;"7.299.195.425.877.630";"4.557.329.326.128.980";75;81;70;2782,476;292;13;45;12,5;26;"Graminacee";819;89;3,6;1
"23";128;"T";2;21;NA;"N";NA;19;NA;"G";"NR";NA;249;2015-09-06;"2015";1;"14/07/2015";1;367357;5048243;"7.298.952.296.505.400";"4.557.328.063.908.910";51;176;39;2779,905;293;14;20;25;16;"Muschio";1381;74;1,6;2
"23";5;"A";1;6;NA;"N";"F";36;"F";"A";"NR";NA;198;2015-07-17;"2015";1;"14/07/2015";1;367357;5048243;"7.298.952.296.505.400";"4.557.328.063.908.910";51;176;39;2779,905;293;14;20;25;16;"Muschio";1381;74;1,6;2
"23";23;"A";1;16;NA;"N";NA;40;"F";NA;NA;NA;211;2016-07-29;"2016";1;"14/07/2015";1;367357;5048243;"7.298.952.296.505.400";"4.557.328.063.908.910";51;176;39;2779,905;293;14;20;25;16;"Muschio";1381;74;1,6;2
"23";131;"T";2;23;NA;"N";NA;19;NA;"G";"NR";NA;250;2015-09-07;"2015";1;"14/07/2015";1;367357;5048243;"7.298.952.296.505.400";"4.557.328.063.908.910";51;176;39;2779,905;293;14;20;25;16;"Muschio";1381;74;1,6;2
"23";9;"T";1;8;NA;NA;NA;NA;NA;NA;NA;NA;236;2017-08-24;"2017";1;"14/07/2015";1;367357;5048243;"7.298.952.296.505.400";"4.557.328.063.908.910";51;176;39;2779,905;293;14;20;25;16;"Muschio";1381;74;1,6;2
"23";11;"T";1;10;NA;"N";"centrog";42;"M";"A";"NR";NA;237;2017-08-25;"2017";1;"14/07/2015";1;367357;5048243;"7.298.952.296.505.400";"4.557.328.063.908.910";51;176;39;2779,905;293;14;20;25;16;"Muschio";1381;74;1,6;2
"23";30;"A";1;13;NA;"R";"centrog";35;"M";"A";"NR";NA;239;2017-08-27;"2017";1;"14/07/2015";1;367357;5048243;"7.298.952.296.505.400";"4.557.328.063.908.910";51;176;39;2779,905;293;14;20;25;16;"Muschio";1381;74;1,6;2
"23";43;"T";2;4;NA;"R";"E/F/centro g";23;NA;"G";"NR";NA;242;2016-08-29;"2016";1;"14/07/2015";1;367357;5048243;"7.298.952.296.505.400";"4.557.328.063.908.910";51;176;39;2779,905;293;14;20;25;16;"Muschio";1381;74;1,6;2
"23";1;"T";1;1;"1313062";"N";NA;43;"M";"A";"R";NA;195;2015-07-14;"2015";1;"14/07/2015";1;367357;5048243;"7.298.952.296.505.400";"4.557.328.063.908.910";51;176;39;2779,905;293;14;20;25;16;"Muschio";1381;74;1,6;2
"23";5;"A";1;2;NA;"N";"A";31;"M";"G";"R";NA;203;2018-07-22;"2018";1;"14/07/2015";1;367357;5048243;"7.298.952.296.505.400";"4.557.328.063.908.910";51;176;39;2779,905;293;14;20;25;16;"Muschio";1381;74;1,6;2
"23";58;"A";1;17;NA;"R";"centro buco";35;"M";"A";"NR";NA;241;2017-08-29;"2017";1;"14/07/2015";1;367357;5048243;"7.298.952.296.505.400";"4.557.328.063.908.910";51;176;39;2779,905;293;14;20;25;16;"Muschio";1381;74;1,6;2
"24";3;"A";1;2;NA;NA;NA;NA;NA;NA;NA;NA;204;2016-07-22;"2016";1;"14/07/2015";1;367343;5048244;"7.298.772.676.681.570";"4.557.328.696.450.980";301;168;34;2777,925;322;10;10;37,5;17;"Graminacee";943;69;0,8;3
"24";56;"A";2;8;NA;"N";NA;28;"F";"G";"NR";NA;243;2018-08-31;"2018";1;"14/07/2015";1;367343;5048244;"7.298.772.676.681.570";"4.557.328.696.450.980";301;168;34;2777,925;322;10;10;37,5;17;"Graminacee";943;69;0,8;3
"24";59;"T";2;9;NA;NA;NA;NA;NA;NA;NA;"morto per ermellino";245;2018-09-02;"2018";1;"14/07/2015";1;367343;5048244;"7.298.772.676.681.570";"4.557.328.696.450.980";301;168;34;2777,925;322;10;10;37,5;17;"Graminacee";943;69;0,8;3
"25";54;"A";1;17;NA;"R?";"A/F buchi";15;"M";"G";"NR";NA;241;2017-08-29;"2017";1;"14/07/2015";1;367334;5048247;"7.298.656.566.237.350";"4.557.331.223.784.930";212;308;52;2778,035;315;11;60;25;29;"Graminacee";762;74;4,8;2
"26";43;"A";1;20;NA;"N";NA;18;NA;"G";"NR";NA;205;2015-07-24;"2015";1;"16/07/2015";5;367329;5048242;"7.298.593.872.088.710";"4.557.326.629.873.360";63;52;40;2777,935;342;11;40;62,5;21;"Graminacee";926;78;3,2;5
"26";6;"T";1;3;"1314305";"N";NA;45;"M";"A";"R";NA;244;2014-09-01;"2014";1;"16/07/2015";5;367329;5048242;"7.298.593.872.088.710";"4.557.326.629.873.360";63;52;40;2777,935;342;11;40;62,5;21;"Graminacee";926;78;3,2;5
"26";35;"A";2;3;"1314988";"N";NA;40;"M";"A";"NR";NA;242;2016-08-29;"2016";1;"16/07/2015";5;367329;5048242;"7.298.593.872.088.710";"4.557.326.629.873.360";63;52;40;2777,935;342;11;40;62,5;21;"Graminacee";926;78;3,2;5
"26";29;"A";2;1;NA;"N";"A/B g";24;NA;"G";"NR";NA;241;2016-08-28;"2016";1;"16/07/2015";5;367329;5048242;"7.298.593.872.088.710";"4.557.326.629.873.360";63;52;40;2777,935;342;11;40;62,5;21;"Graminacee";926;78;3,2;5
"26";26;"T";1;15;NA;"N";NA;NA;NA;"G";"NR";NA;202;2015-07-21;"2015";1;"16/07/2015";5;367329;5048242;"7.298.593.872.088.710";"4.557.326.629.873.360";63;52;40;2777,935;342;11;40;62,5;21;"Graminacee";926;78;3,2;5
"26";10;"A";1;4;"1314112";"N";"NA ";41;"M";"A";"NR";NA;245;2014-09-02;"2014";1;"16/07/2015";5;367329;5048242;"7.298.593.872.088.710";"4.557.326.629.873.360";63;52;40;2777,935;342;11;40;62,5;21;"Graminacee";926;78;3,2;5
"26";22;"A";1;10;"1314112";"R";NA;32;"M";"A";"NR";NA;248;2014-09-05;"2014";1;"16/07/2015";5;367329;5048242;"7.298.593.872.088.710";"4.557.326.629.873.360";63;52;40;2777,935;342;11;40;62,5;21;"Graminacee";926;78;3,2;5
"27";34;"A";2;2;NA;"N";"A";41;"M";"A";"NR";NA;239;2018-08-27;"2018";1;"16/07/2015";5;367341;5048230;"7.298.750.859.728.840";"45.573.160.625.227.600";80;105;172;2778,374;325;0;35;25;24;"Graminacee";646;112;2,8;2
"28";50;"T";2;1;NA;"N";"A/E";35;"M";"A";"NR";NA;239;2015-08-27;"2015";1;"16/07/2015";5;367348;5048230;"7.298.840.533.586.950";"4.557.316.196.105.310";117;66;91;2778,965;340;20;45;37,5;26;"Alchemilla alpina";731;76;3,6;3
"28";39;"A";2;4;NA;"N";NA;28;"M";"G";"NR";NA;240;2018-08-28;"2018";1;"16/07/2015";5;367348;5048230;"7.298.840.533.586.950";"4.557.316.196.105.310";117;66;91;2778,965;340;20;45;37,5;26;"Alchemilla alpina";731;76;3,6;3
"28";57;"T";2;10;NA;"R";"D/Fg";24;NA;"G";"NR";NA;245;2016-09-01;"2016";1;"16/07/2015";5;367348;5048230;"7.298.840.533.586.950";"4.557.316.196.105.310";117;66;91;2778,965;340;20;45;37,5;26;"Alchemilla alpina";731;76;3,6;3
"28";64;"A";2;11;NA;"N";"A/Eg/ Cb";25;NA;"G";"NR";NA;246;2016-09-02;"2016";1;"16/07/2015";5;367348;5048230;"7.298.840.533.586.950";"4.557.316.196.105.310";117;66;91;2778,965;340;20;45;37,5;26;"Alchemilla alpina";731;76;3,6;3
"28";11;"A";1;12;NA;"N";NA;38;"M";NA;NA;NA;209;2016-07-27;"2016";1;"16/07/2015";5;367348;5048230;"7.298.840.533.586.950";"4.557.316.196.105.310";117;66;91;2778,965;340;20;45;37,5;26;"Alchemilla alpina";731;76;3,6;3
"28";22;"A";1;11;NA;"N";"crentrob";15;"F";"G";"NR";NA;238;2017-08-26;"2017";1;"16/07/2015";5;367348;5048230;"7.298.840.533.586.950";"4.557.316.196.105.310";117;66;91;2778,965;340;20;45;37,5;26;"Alchemilla alpina";731;76;3,6;3
"28";1;"A";1;2;NA;"N";"A (dec)";37;"M";"A";NA;NA;204;2016-07-22;"2016";1;"16/07/2015";5;367348;5048230;"7.298.840.533.586.950";"4.557.316.196.105.310";117;66;91;2778,965;340;20;45;37,5;26;"Alchemilla alpina";731;76;3,6;3
"28";84;"A";2;6;"1312250";"R";"A/E";28;"M";"A";"NR";NA;242;2015-08-30;"2015";1;"16/07/2015";5;367348;5048230;"7.298.840.533.586.950";"4.557.316.196.105.310";117;66;91;2778,965;340;20;45;37,5;26;"Alchemilla alpina";731;76;3,6;3
"29";21;"A";1;11;NA;"N";"A/C/Eb";15;"M";"G";"NR";NA;238;2017-08-26;"2017";1;"16/07/2015";5;367355;5048228;"7.298.930.750.850.100";"45.573.145.302.862.300";93;80;64;2780,335;314;14;45;37,5;22;"Graminacee";705;95;3,6;3
"29";8;"T";1;6;NA;"R";"B/Fg";12;"M";"G";"NR";NA;235;2017-08-23;"2017";1;"16/07/2015";5;367355;5048228;"7.298.930.750.850.100";"45.573.145.302.862.300";93;80;64;2780,335;314;14;45;37,5;22;"Graminacee";705;95;3,6;3
"29";81;"A";2;15;NA;"R";"ID50";20;NA;"G";"NR";NA;248;2016-09-04;"2016";1;"16/07/2015";5;367355;5048228;"7.298.930.750.850.100";"45.573.145.302.862.300";93;80;64;2780,335;314;14;45;37,5;22;"Graminacee";705;95;3,6;3
"29";63;"T";2;3;"1314691";"R";"F";35;"F";"A";"NR";NA;240;2015-08-28;"2015";1;"16/07/2015";5;367355;5048228;"7.298.930.750.850.100";"45.573.145.302.862.300";93;80;64;2780,335;314;14;45;37,5;22;"Graminacee";705;95;3,6;3
"29";2;"A";1;8;NA;"N";NA;39;"F";"A";"NR";NA;210;2019-07-29;"2019";1;"16/07/2015";5;367355;5048228;"7.298.930.750.850.100";"45.573.145.302.862.300";93;80;64;2780,335;314;14;45;37,5;22;"Graminacee";705;95;3,6;3
"29";11;"T";1;5;"1314305";"R";NA;48;"M";"A";"NR";NA;245;2014-09-02;"2014";1;"16/07/2015";5;367355;5048228;"7.298.930.750.850.100";"45.573.145.302.862.300";93;80;64;2780,335;314;14;45;37,5;22;"Graminacee";705;95;3,6;3
"29";24;"A";1;14;NA;"N";NA;17;NA;"G";"NR";NA;202;2015-07-21;"2015";1;"16/07/2015";5;367355;5048228;"7.298.930.750.850.100";"45.573.145.302.862.300";93;80;64;2780,335;314;14;45;37,5;22;"Graminacee";705;95;3,6;3
"29";51;"T";2;1;NA;"N";"A";39;NA;"A";NA;NA;239;2015-08-27;"2015";1;"16/07/2015";5;367355;5048228;"7.298.930.750.850.100";"45.573.145.302.862.300";93;80;64;2780,335;314;14;45;37,5;22;"Graminacee";705;95;3,6;3
"3";88;"T";2;16;NA;"N";NA;24;NA;"G";"NR";NA;248;2016-09-04;"2016";1;"14/07/2015";1;367400;5048260;"7.299.498.534.160.590";"4.557.344.179.138.950";51;88;62;2781,067;310;0;25;25;13;"Graminacee";891;249;2;2
"3";20;"A";1;8;NA;"R";"E-F/A";42;"M";"A";"R";NA;206;2018-07-25;"2018";1;"14/07/2015";1;367400;5048260;"7.299.498.534.160.590";"4.557.344.179.138.950";51;88;62;2781,067;310;0;25;25;13;"Graminacee";891;249;2;2
"3";56;"T";2;10;NA;"R";"C/Eb";24;NA;"G";"NR";NA;245;2016-09-01;"2016";1;"14/07/2015";1;367400;5048260;"7.299.498.534.160.590";"4.557.344.179.138.950";51;88;62;2781,067;310;0;25;25;13;"Graminacee";891;249;2;2
"3";97;"A";2;17;NA;"N";NA;20;NA;"G";"NR";NA;249;2016-09-05;"2016";1;"14/07/2015";1;367400;5048260;"7.299.498.534.160.590";"4.557.344.179.138.950";51;88;62;2781,067;310;0;25;25;13;"Graminacee";891;249;2;2
"3";53;"T";2;7;NA;"N";NA;18;"M";"G";"NR";NA;242;2018-08-30;"2018";1;"14/07/2015";1;367400;5048260;"7.299.498.534.160.590";"4.557.344.179.138.950";51;88;62;2781,067;310;0;25;25;13;"Graminacee";891;249;2;2
"3";119;"T";2;17;NA;"N";NA;17;NA;"G";"NR";NA;247;2015-09-04;"2015";1;"14/07/2015";1;367400;5048260;"7.299.498.534.160.590";"4.557.344.179.138.950";51;88;62;2781,067;310;0;25;25;13;"Graminacee";891;249;2;2
"3";118;"A";2;14;NA;"N";NA;18;NA;"G";"NR";NA;246;2015-09-03;"2015";1;"14/07/2015";1;367400;5048260;"7.299.498.534.160.590";"4.557.344.179.138.950";51;88;62;2781,067;310;0;25;25;13;"Graminacee";891;249;2;2
"3";66;"A";2;4;"1314106";"R";NA;32;"M";"A";"R";NA;241;2015-08-29;"2015";1;"14/07/2015";1;367400;5048260;"7.299.498.534.160.590";"4.557.344.179.138.950";51;88;62;2781,067;310;0;25;25;13;"Graminacee";891;249;2;2
"3";31;"T";2;2;NA;"R";"Bg";38;"M";"A";"NR";NA;241;2016-08-28;"2016";1;"14/07/2015";1;367400;5048260;"7.299.498.534.160.590";"4.557.344.179.138.950";51;88;62;2781,067;310;0;25;25;13;"Graminacee";891;249;2;2
"30";44;"A";1;20;"1314691";"R";"F";36;"F";"A";"NR";NA;205;2015-07-24;"2015";1;"16/07/2015";5;367365;5048228;"7.299.058.856.340.740";"4.557.314.721.096.070";295;61;56;2781,125;12;2;35;50;27;"Graminacee";1336;97;2,8;4
"30";28;"A";1;12;"1314305";"R";NA;40;"M";"A";"R";NA;249;2014-09-06;"2014";1;"16/07/2015";5;367365;5048228;"7.299.058.856.340.740";"4.557.314.721.096.070";295;61;56;2781,125;12;2;35;50;27;"Graminacee";1336;97;2,8;4
"30";19;"A";1;14;"1315467";"R";NA;NA;"F";"A";"NR";NA;210;2016-07-28;"2016";1;"16/07/2015";5;367365;5048228;"7.299.058.856.340.740";"4.557.314.721.096.070";295;61;56;2781,125;12;2;35;50;27;"Graminacee";1336;97;2,8;4
"30";32;"A";2;2;NA;"N";NA;25;"M";"G";"NR";NA;239;2018-08-27;"2018";1;"16/07/2015";5;367365;5048228;"7.299.058.856.340.740";"4.557.314.721.096.070";295;61;56;2781,125;12;2;35;50;27;"Graminacee";1336;97;2,8;4
"30";98;"A";2;17;NA;"R";"ID 50";22;"M";"G";"NR";NA;249;2016-09-05;"2016";1;"16/07/2015";5;367365;5048228;"7.299.058.856.340.740";"4.557.314.721.096.070";295;61;56;2781,125;12;2;35;50;27;"Graminacee";1336;97;2,8;4
"30";3;"A";1;3;NA;"N";"Eg";12;NA;"G";"NR";NA;234;2017-08-22;"2017";1;"16/07/2015";5;367365;5048228;"7.299.058.856.340.740";"4.557.314.721.096.070";295;61;56;2781,125;12;2;35;50;27;"Graminacee";1336;97;2,8;4
"30";65;"A";2;11;"1314988";"R";NA;37;"M";"A";"NR";"ricatturato dopo 5 min nella trp. 32 per 2 voltr";246;2016-09-02;"2016";1;"16/07/2015";5;367365;5048228;"7.299.058.856.340.740";"4.557.314.721.096.070";295;61;56;2781,125;12;2;35;50;27;"Graminacee";1336;97;2,8;4
"30";57;"A";1;17;NA;"R";"centro basso g";14;"F";"G";"NR";NA;241;2017-08-29;"2017";1;"16/07/2015";5;367365;5048228;"7.299.058.856.340.740";"4.557.314.721.096.070";295;61;56;2781,125;12;2;35;50;27;"Graminacee";1336;97;2,8;4
"31";48;"T";2;7;NA;"N";"B";36;"F";"A";"R";NA;241;2018-08-29;"2018";1;"14/07/2015";5;367369;5048231;"7.299.109.283.528.120";"4.557.317.496.508.140";440;44;56;2780,575;62;20;15;12,5;15;"Graminacee";731;84;1,2;1
"31";46;"A";1;20;NA;"N";NA;18;NA;"G";"NR";NA;205;2015-07-24;"2015";1;"14/07/2015";5;367369;5048231;"7.299.109.283.528.120";"4.557.317.496.508.140";440;44;56;2780,575;62;20;15;12,5;15;"Graminacee";731;84;1,2;1
"31";34;"T";1;17;NA;"N";NA;19;NA;"G";"NR";NA;203;2015-07-22;"2015";1;"14/07/2015";5;367369;5048231;"7.299.109.283.528.120";"4.557.317.496.508.140";440;44;56;2780,575;62;20;15;12,5;15;"Graminacee";731;84;1,2;1
"31";66;"A";2;11;NA;"R";"Bb";24;NA;"G";"NR";NA;246;2016-09-02;"2016";1;"14/07/2015";5;367369;5048231;"7.299.109.283.528.120";"4.557.317.496.508.140";440;44;56;2780,575;62;20;15;12,5;15;"Graminacee";731;84;1,2;1
"31";64;"T";2;3;"1312250";"R";"A/E";30;"M";"A";"NR";NA;240;2015-08-28;"2015";1;"14/07/2015";5;367369;5048231;"7.299.109.283.528.120";"4.557.317.496.508.140";440;44;56;2780,575;62;20;15;12,5;15;"Graminacee";731;84;1,2;1
"31";44;"A";2;9;NA;"N";"D/Fg";20;NA;"G";"NR";NA;245;2016-09-01;"2016";1;"14/07/2015";5;367369;5048231;"7.299.109.283.528.120";"4.557.317.496.508.140";440;44;56;2780,575;62;20;15;12,5;15;"Graminacee";731;84;1,2;1
"31";35;"A";1;14;"1314112";"R";NA;29;"M";"A";"NR";NA;250;2014-09-07;"2014";1;"14/07/2015";5;367369;5048231;"7.299.109.283.528.120";"4.557.317.496.508.140";440;44;56;2780,575;62;20;15;12,5;15;"Graminacee";731;84;1,2;1
"31";35;"A";1;15;NA;"N";"B/centro b";25;"M";"A";"NR";NA;240;2017-08-28;"2017";1;"14/07/2015";5;367369;5048231;"7.299.109.283.528.120";"4.557.317.496.508.140";440;44;56;2780,575;62;20;15;12,5;15;"Graminacee";731;84;1,2;1
"31";71;"A";2;13;"1314988";"R";NA;37;"M";"A";"NR";"ricatturato dopo 10 min nella trap. 30";247;2016-09-03;"2016";1;"14/07/2015";5;367369;5048231;"7.299.109.283.528.120";"4.557.317.496.508.140";440;44;56;2780,575;62;20;15;12,5;15;"Graminacee";731;84;1,2;1
"31";58;"T";2;10;NA;"N";NA;26;"F";"G";"NR";NA;245;2016-09-01;"2016";1;"14/07/2015";5;367369;5048231;"7.299.109.283.528.120";"4.557.317.496.508.140";440;44;56;2780,575;62;20;15;12,5;15;"Graminacee";731;84;1,2;1
"31";31;"T";1;14;NA;"R";"centro basso g";15;"F";"G";"NR";NA;239;2017-08-27;"2017";1;"14/07/2015";5;367369;5048231;"7.299.109.283.528.120";"4.557.317.496.508.140";440;44;56;2780,575;62;20;15;12,5;15;"Graminacee";731;84;1,2;1
"31";105;"T";2;9;"1312250";"R";"A/E";26;"M";"A";"NR";NA;243;2015-08-31;"2015";1;"14/07/2015";5;367369;5048231;"7.299.109.283.528.120";"4.557.317.496.508.140";440;44;56;2780,575;62;20;15;12,5;15;"Graminacee";731;84;1,2;1
"31";37;"A";1;15;NA;"R";"centro basso g";16;"F";"G";"NR";NA;240;2017-08-28;"2017";1;"14/07/2015";5;367369;5048231;"7.299.109.283.528.120";"4.557.317.496.508.140";440;44;56;2780,575;62;20;15;12,5;15;"Graminacee";731;84;1,2;1
"32";12;"A";1;8;NA;"N";"A/C";39;"M";"A";"NR";NA;199;2015-07-18;"2015";1;"16/07/2015";5;367379;5048223;"729.923.956.229.858";"4.557.310.489.718.480";104;147;37;2783,285;34;19;5;0;7;"Muschio";752;62;0,4;0
"32";60;"A";2;2;NA;NA;NA;NA;"M";"A";"R";NA;240;2015-08-28;"2015";1;"16/07/2015";5;367379;5048223;"729.923.956.229.858";"4.557.310.489.718.480";104;147;37;2783,285;34;19;5;0;7;"Muschio";752;62;0,4;0
"32";90;"T";2;16;NA;"R";"ID 50";24;NA;"G";"NR";NA;248;2016-09-04;"2016";1;"16/07/2015";5;367379;5048223;"729.923.956.229.858";"4.557.310.489.718.480";104;147;37;2783,285;34;19;5;0;7;"Muschio";752;62;0,4;0
"32";9;"T";1;11;"1315467";"R";NA;NA;"F";"A";"NR";NA;208;2016-07-26;"2016";1;"16/07/2015";5;367379;5048223;"729.923.956.229.858";"4.557.310.489.718.480";104;147;37;2783,285;34;19;5;0;7;"Muschio";752;62;0,4;0
"32";56;"A";1;17;NA;"R";"B/centro b";28;"M";"A";"NR";NA;241;2017-08-29;"2017";1;"16/07/2015";5;367379;5048223;"729.923.956.229.858";"4.557.310.489.718.480";104;147;37;2783,285;34;19;5;0;7;"Muschio";752;62;0,4;0
"32";80;"A";2;15;"1314988";"R";NA;NA;"M";"A";"NR";"morto";248;2016-09-04;"2016";1;"16/07/2015";5;367379;5048223;"729.923.956.229.858";"4.557.310.489.718.480";104;147;37;2783,285;34;19;5;0;7;"Muschio";752;62;0,4;0
"32";38;"A";1;15;NA;"N";"C/Eg";16;"M";"G";"NR";NA;240;2017-08-28;"2017";1;"16/07/2015";5;367379;5048223;"729.923.956.229.858";"4.557.310.489.718.480";104;147;37;2783,285;34;19;5;0;7;"Muschio";752;62;0,4;0
"32";45;"A";2;9;"1314988";"R";NA;40;"M";"A";"NR";NA;245;2016-09-01;"2016";1;"16/07/2015";5;367379;5048223;"729.923.956.229.858";"4.557.310.489.718.480";104;147;37;2783,285;34;19;5;0;7;"Muschio";752;62;0,4;0
"32";22;"A";1;16;"1315467";"R";NA;NA;"F";"A";"NR";NA;211;2016-07-29;"2016";1;"16/07/2015";5;367379;5048223;"729.923.956.229.858";"4.557.310.489.718.480";104;147;37;2783,285;34;19;5;0;7;"Muschio";752;62;0,4;0
"32";12;"A";1;12;"1315467";"R";NA;NA;"F";"A";"NR";NA;209;2016-07-27;"2016";1;"16/07/2015";5;367379;5048223;"729.923.956.229.858";"4.557.310.489.718.480";104;147;37;2783,285;34;19;5;0;7;"Muschio";752;62;0,4;0
"32";23;"T";1;12;NA;"N";"centro basso g";15;"F";"G";"NR";NA;238;2017-08-26;"2017";1;"16/07/2015";5;367379;5048223;"729.923.956.229.858";"4.557.310.489.718.480";104;147;37;2783,285;34;19;5;0;7;"Muschio";752;62;0,4;0
"32";79;"T";2;14;NA;"R";"ID 50";24;NA;"G";"NR";NA;247;2016-09-03;"2016";1;"16/07/2015";5;367379;5048223;"729.923.956.229.858";"4.557.310.489.718.480";104;147;37;2783,285;34;19;5;0;7;"Muschio";752;62;0,4;0
"32";27;"A";1;13;NA;"N";"centro alto/basso b";15;"F";"G";"NR";NA;239;2017-08-27;"2017";1;"16/07/2015";5;367379;5048223;"729.923.956.229.858";"4.557.310.489.718.480";104;147;37;2783,285;34;19;5;0;7;"Muschio";752;62;0,4;0
"32";99;"A";2;17;"1313472";"N";NA;25;"F";"A";"NR";NA;249;2016-09-05;"2016";1;"16/07/2015";5;367379;5048223;"729.923.956.229.858";"4.557.310.489.718.480";104;147;37;2783,285;34;19;5;0;7;"Muschio";752;62;0,4;0
"32";46;"T";1;16;NA;"R";"C/Eg";16;"M";"G";"NR";NA;240;2017-08-28;"2017";1;"16/07/2015";5;367379;5048223;"729.923.956.229.858";"4.557.310.489.718.480";104;147;37;2783,285;34;19;5;0;7;"Muschio";752;62;0,4;0
"32";70;"T";2;12;NA;"N";"B/Fb /Dg";25;"F";"G";"NR";NA;246;2016-09-02;"2016";1;"16/07/2015";5;367379;5048223;"729.923.956.229.858";"4.557.310.489.718.480";104;147;37;2783,285;34;19;5;0;7;"Muschio";752;62;0,4;0
"33";43;"A";2;6;NA;"N";NA;29;"F";"G";"NR";NA;241;2018-08-29;"2018";1;"16/07/2015";5;367382;5048217;"7.299.279.623.781.200";"4.557.305.148.767.650";105;89;74;2785,225;58;25;40;0;19;"Saxifraga";858;48;3,2;0
"33";6;"A";1;2;NA;"N";NA;26;"M";"G";"NR";"morto";203;2018-07-22;"2018";1;"16/07/2015";5;367382;5048217;"7.299.279.623.781.200";"4.557.305.148.767.650";105;89;74;2785,225;58;25;40;0;19;"Saxifraga";858;48;3,2;0
"33";114;"A";2;14;"1315467";"R";NA;27;"F";"A";"NR";NA;246;2015-09-03;"2015";1;"16/07/2015";5;367382;5048217;"7.299.279.623.781.200";"4.557.305.148.767.650";105;89;74;2785,225;58;25;40;0;19;"Saxifraga";858;48;3,2;0
"33";23;"A";1;14;NA;"N";"A";22;NA;"G";"NR";NA;202;2015-07-21;"2015";1;"16/07/2015";5;367382;5048217;"7.299.279.623.781.200";"4.557.305.148.767.650";105;89;74;2785,225;58;25;40;0;19;"Saxifraga";858;48;3,2;0
"33";54;"A";2;8;NA;"N";NA;25;"F";"G";"NR";NA;243;2018-08-31;"2018";1;"16/07/2015";5;367382;5048217;"7.299.279.623.781.200";"4.557.305.148.767.650";105;89;74;2785,225;58;25;40;0;19;"Saxifraga";858;48;3,2;0
"33";5;"A";1;8;"1315467";"R";"g";35;"F";"A";"NR";NA;207;2016-07-25;"2016";1;"16/07/2015";5;367382;5048217;"7.299.279.623.781.200";"4.557.305.148.767.650";105;89;74;2785,225;58;25;40;0;19;"Saxifraga";858;48;3,2;0
"33";8;"A";1;10;NA;"N";"Cg/Ep";38;"M";"A";"NR";NA;208;2016-07-26;"2016";1;"16/07/2015";5;367382;5048217;"7.299.279.623.781.200";"4.557.305.148.767.650";105;89;74;2785,225;58;25;40;0;19;"Saxifraga";858;48;3,2;0
"33";41;"T";2;5;NA;"N";NA;31;"M";"G";"NR";NA;240;2018-08-28;"2018";1;"16/07/2015";5;367382;5048217;"7.299.279.623.781.200";"4.557.305.148.767.650";105;89;74;2785,225;58;25;40;0;19;"Saxifraga";858;48;3,2;0
"33";5;"T";1;4;NA;"R";"Eg";12;NA;"G";"NR";NA;234;2017-08-22;"2017";1;"16/07/2015";5;367382;5048217;"7.299.279.623.781.200";"4.557.305.148.767.650";105;89;74;2785,225;58;25;40;0;19;"Saxifraga";858;48;3,2;0
"33";18;"A";1;12;"1315296";"N";NA;46;NA;"A";NA;NA;201;2015-07-20;"2015";1;"16/07/2015";5;367382;5048217;"7.299.279.623.781.200";"4.557.305.148.767.650";105;89;74;2785,225;58;25;40;0;19;"Saxifraga";858;48;3,2;0
